eventnum,well,X531.40..488.,X572.27..488.,X692.40..488.,Trigger.Pulse.Width,SSC,FSC,estimated_diameter
505097,K19,72.0148192515813,8.50884486275885,18.3928249476084,19687,11.0928705592418,2.68355769924146,0.26
508277,K20,108.370757581018,16.0353382358049,56.8779385446124,19987,6.89544044246141,2.65878130977676,0.26
510891,K21,25.1202764232076,3.55302402827038,10.2778400694522,13641,11.0493049778581,1.64924492458819,0.22
512856,K22,117.277275226025,14.2417859160576,40.4286698823075,21238,3.78924115985702,1.67117704237744,0.22
516016,K23,58.5239976735382,10.4130541064434,39.4298563907341,17998,6.92165519488019,3.17519220361482,0.28
568137,L02,77.9114994199568,8.84164763683511,12.9838449411853,18604,11.9121120396762,1.19961124283751,0.19
565975,L03,9.99157123574486,1.02274090239427,1.69936099011045,9018,1.02662910935778,1.02691771203525,0.18
563295,L04,65.543302518124,6.26257485164333,26.405347941485,18754,12.9510412757245,1.80420807024773,0.23
560594,L05,140.272538435225,21.4768317483191,31.185845251595,21685,20.4517266966365,2.06510151951605,0.24
558187,L06,115.445744732024,15.1459964802075,32.9799134605154,21774,2.74651350139841,2.19868536645738,0.24
556118,L07,298.060344597206,43.6530555850507,120.214278625321,28345,10.190106217486,4.07939447275742,0.31
553430,L08,10.9889093256644,2.08903775521346,4.88612804409688,9081,2.16586969279874,1.02648483843607,0.18
550588,L09,38.7977153453572,5.7910371056978,24.5686254414973,16543,2.62831694122246,2.10909761066075,0.24
547823,L10,92.6656860344175,14.1301406363772,31.6539014633559,22418,3.58411820389204,2.10909761066075,0.24
545649,L11,30.3897446393497,4.70155164375034,16.5435203381358,13908,4.40784256299655,1.10337873415018,0.19
542457,L13,21.0672766549156,6.04296390238133,31.3352175958208,12828,2.98311784567871,1.38178952006359,0.2
539741,L14,10.6888421620786,2.92664218919955,1.84394120955926,9979,14.498261141674,2.10524780228278,0.24
537048,L15,35.8915881607939,5.1570618939838,24.1679462337027,15222,6.31738157423552,1.02619635741244,0.18
534999,L16,413.306249944529,126.648513763805,670.526606944157,26677,118.70332676924,2173.79826746093,3.57
532970,L17,281.213162541115,43.5550068058319,91.6425505952909,24648,7.94149640707626,6.38252722199366,0.37
531243,L18,64.6286084008713,10.1486597282563,51.2959417864771,17033,11.9171354346834,1.92415796412641,0.23
527766,L19,85.0286785554149,11.2151396951411,11.8536619898284,20468,5.8565136541321,4.01568617667434,0.31
525729,L20,153.40942805218,24.2393787282959,45.1315220730745,23231,7.22479757657807,3.27581844707845,0.28
522666,L21,179.863834416058,22.7187418814431,60.6082491473668,22856,6.94894613610291,6.91096310144234,0.38
520489,L22,388.686636533999,56.5511454779193,154.144220574545,26631,11.5154071224968,8.43858309479481,0.41
518337,L23,240.527396686609,30.789548491915,132.60460119685,23839,41.1047112327169,37.8019887423077,0.74
570987,M02,180.95407154786,25.9528209373078,57.6343171935153,23054,7.77802152391795,7.46109782783292,0.39
573506,M03,139.133790553789,17.4118423596574,76.953870606165,26789,2.41373967851168,1.66367823855406,0.22
575465,M04,26.2499462196177,1.98653263057398,4.25327187723411,14156,2.50286543117461,1.11303491768957,0.19
577911,M05,114.187137899178,20.6249113168727,40.4969088912777,20826,16.9363882454385,4.29351021008348,0.32
580020,M06,72.7472207754818,10.5871794284117,38.7486731636701,18007,4.34632860951466,1.82665998358926,0.23
